Data,Cliente,Produto,Quantidade,Valor,Desconto,Forma de Pagamento,Nº Vezes,Data Vencimento,Status,Vendedor
2025-02-15,Igor Santos,Pendrive 32GB,5,206.51,15%,Dinheiro,1,2025-02-15,PAGO,Esther
2025-08-15,Lucas Gabriel Souza,Impressora,2,1125.54,10%,Dinheiro,1,2025-08-15,PAGO,Maria Isis
2025-10-17,Maria Fernanda Costa,Webcam,4,1017.64,5%,Boleto,9,2026-01-15,NÃO PAGO,Lucas
2025-01-06,Lunna Peixoto,Cabo de Rede,5,163.49,5%,Boleto,5,2025-06-05,PAGO,Rebeca
2025-08-10,Gabriela Souza,Roteador Wi-Fi,4,929.9,15%,Pix,1,2025-08-10,PAGO,Fernanda
2025-01-03,Rodrigo Pacheco,Fonte 500W,2,438.84,5%,Cartão,10,2025-10-30,PENDENTE,Letícia
2025-11-07,Bryan Alves,HD Externo 1TB,2,520.36,0%,Cartão,2,2026-01-06,NÃO PAGO,Kaique
2025-12-15,Brayan Souza,Pendrive 64GB,2,115.3,0%,Boleto,11,2026-01-14,NÃO PAGO,Lívia
2025-11-24,Bruno Casa Grande,Placa-Mãe,4,4055.32,15%,Boleto,9,2026-01-23,PENDENTE,Liam
2025-02-28,Elisa Fogaça,Webcam,1,166.79,0%,Cartão,1,2025-02-28,NÃO PAGO,Isadora
2025-06-12,Matheus Casa Grande,Processador Intel i5,4,4729.6,0%,Dinheiro,1,2025-06-12,PAGO,Lívia
2025-01-14,Sara Silva,Fonte 700W,1,352.1,20%,Dinheiro,1,2025-01-14,PAGO,Letícia
2025-12-30,Nina Vargas,SSD 1TB,2,1121.9,10%,Dinheiro,1,2025-12-30,PAGO,Bento
2025-06-12,Aurora Teixeira,Webcam,5,1427.8,0%,Cartão,11,2026-02-07,PAGO,Vitor Gabriel
2025-01-14,Daniela Pimenta,Cadeira Gamer,1,1815.39,0%,Pix,1,2025-01-14,PAGO,Caleb
2025-08-01,Mariane Marques,Cabo HDMI,1,20.78,0%,Pix,1,2025-08-01,PAGO,Luiz Felipe
2025-03-28,Maria Clara Viana,Memória RAM 16GB,3,657.72,15%,Boleto,7,2025-10-24,NÃO PAGO,Isaque
2025-09-09,Lucca Gonçalves,Processador AMD Ryzen 5,1,1111.09,5%,Boleto,10,2026-02-06,NÃO PAGO,José Miguel
2025-10-31,Camila Fonseca,Mesa para Computador,2,1028.05,10%,Dinheiro,1,2025-10-31,PAGO,Esther
2025-05-29,Diogo Souza,Processador Intel i7,1,2073.56,0%,Dinheiro,1,2025-05-29,PAGO,Alice
2025-08-23,Luna Barbosa,SSD 256GB,1,265.42,10%,Pix,1,2025-08-23,PAGO,Melina
2025-01-06,Beatriz Teixeira,Placa de Vídeo GTX,5,5496.86,15%,Boleto,8,2025-09-03,PENDENTE,Ana Luiza
2025-01-22,Isabelly Vasconcelos,Placa-Mãe,1,1114.57,5%,Cartão,12,2026-01-17,PENDENTE,Joaquim
2025-01-29,Luiz Miguel da Cunha,Gabinete,2,565.58,0%,Dinheiro,1,2025-01-29,PAGO,Joana
2025-05-06,Ana Vitória Cassiano,HD Externo 1TB,3,933.66,10%,Dinheiro,1,2025-05-06,PAGO,Nicole
2025-07-15,Mateus Albuquerque,SSD 512GB,3,1408.48,10%,Cartão,8,2026-01-11,PAGO,Mariane
2025-04-23,Gael Henrique Fogaça,Memória RAM 16GB,5,1881.65,0%,Boleto,5,2025-09-20,NÃO PAGO,Brenda
2025-12-17,Vitória Carvalho,Webcam,1,340.18,20%,Pix,1,2025-12-17,PAGO,Enzo
2026-01-01,Rhavi da Costa,Computador Desktop,2,7583.77,15%,Dinheiro,1,2026-01-01,PAGO,Cecília
2025-06-17,Marcelo Gomes,Webcam,3,604.32,0%,Boleto,4,2025-10-15,NÃO PAGO,Augusto
2025-06-25,Kevin Andrade,Mouse,3,337.41,5%,Pix,1,2025-06-25,PAGO,Benjamim
2026-01-01,Arthur Miguel Rocha,"Monitor 27""",1,1719.1,5%,Boleto,9,2026-01-31,PENDENTE,João Pedro
2025-01-06,Enrico da Rosa,Memória RAM 8GB,4,1102.2,0%,Pix,1,2025-01-06,PAGO,Stephany
2025-11-16,Stephany da Mata,Cabo HDMI,3,80.14,5%,Boleto,2,2026-01-15,NÃO PAGO,Luigi
2025-11-26,João Macedo,Placa de Vídeo RTX,3,12877.26,0%,Pix,1,2025-11-26,PAGO,Maria Sophia
2025-05-13,Allana Cavalcanti,Cadeira Gamer,2,3850.8,0%,Dinheiro,1,2025-05-13,PAGO,Rafaela
2025-07-06,Milena Sá,Webcam,2,655.56,0%,Pix,1,2025-07-06,PAGO,Thomas
2025-08-15,Ana Cecília Ramos,Switch de Rede,3,1112.46,0%,Cartão,2,2025-10-14,PENDENTE,Agatha
2025-02-27,Brayan da Rocha,SSD 512GB,5,2532.51,5%,Pix,1,2025-02-27,PAGO,Lorena
2025-04-29,Isabella Ramos,Placa de Vídeo RTX,3,8204.37,0%,Dinheiro,1,2025-04-29,PAGO,Maria Isis
2025-03-04,Yan Mendonça,Processador AMD Ryzen 7,5,6338.36,20%,Cartão,4,2025-07-02,PENDENTE,Bento
2025-11-06,Matheus Cirino,Impressora,2,873.04,20%,Dinheiro,1,2025-11-06,PAGO,Maria Flor
2025-04-24,Helena Cardoso,Pendrive 32GB,5,233.16,20%,Pix,1,2025-04-24,PAGO,Enrico
2025-05-13,Isis Silveira,Teclado,4,205.13,10%,Dinheiro,1,2025-05-13,PAGO,Ágatha
2025-07-19,Pedro da Mota,"Monitor 24""",3,2541.51,0%,Boleto,5,2025-12-16,PENDENTE,Fernando
2025-02-01,Ana Cunha,Processador AMD Ryzen 5,1,973.2,0%,Boleto,9,2025-10-29,NÃO PAGO,Isabelly
2026-01-03,Maria Flor Moraes,Memória RAM 16GB,3,787.24,10%,Cartão,9,2026-02-02,PENDENTE,Otávio
2025-04-07,Laura Andrade,Processador Intel i5,5,6274.42,5%,Dinheiro,1,2025-04-07,PAGO,Antônio
2025-03-19,Julia Leão,Gabinete,5,2087.9,0%,Pix,1,2025-03-19,PAGO,Rafaela
2025-07-08,Maria Vitória Cirino,Processador Intel i5,2,1977.62,20%,Pix,1,2025-07-08,PAGO,Davi Miguel
2025-05-12,Eduarda Teixeira,Pendrive 32GB,4,152.24,0%,Pix,1,2025-05-12,PAGO,Miguel
2025-08-23,Maria Sá,Teclado,2,307.06,10%,Boleto,11,2026-01-20,NÃO PAGO,João Gabriel
2025-02-16,Maria Liz Câmara,Processador AMD Ryzen 5,5,4310.86,15%,Cartão,9,2025-11-13,PAGO,Catarina
2025-03-02,José Miguel das Neves,Cadeira Gamer,3,4554.04,10%,Boleto,2,2025-05-01,NÃO PAGO,Nathan
2025-12-12,Helena da Rocha,Processador Intel i5,1,951.62,10%,Boleto,2,2026-01-11,PENDENTE,Eduarda
2025-01-26,Levi Silveira,Memória RAM 16GB,5,2260.15,0%,Boleto,4,2025-05-26,PENDENTE,Nicolas
2025-12-06,Renan Novaes,Switch de Rede,2,837.32,10%,Pix,1,2025-12-06,PAGO,José Pedro
2025-12-03,Liz Fernandes,Fonte 500W,2,656.32,10%,Cartão,3,2026-02-01,PENDENTE,Igor
2025-08-18,Ravy das Neves,Switch de Rede,4,1562.43,20%,Cartão,8,2026-01-15,PAGO,Arthur
2025-02-05,Luiz Miguel Araújo,Headset,3,498.84,0%,Pix,1,2025-02-05,PAGO,Lívia
2025-08-09,Maria Julia Martins,Mouse,2,138.6,0%,Boleto,1,2025-08-09,PENDENTE,Isabela
2025-08-04,Cecilia Rezende,HD Externo 1TB,4,1270.64,5%,Cartão,2,2025-10-03,PAGO,Alice
2025-06-22,Dante Macedo,Processador Intel i7,3,4763.12,15%,Boleto,6,2025-12-19,NÃO PAGO,Marina
2025-11-18,Henry Gabriel Cassiano,Roteador Wi-Fi,3,663.94,15%,Dinheiro,1,2025-11-18,PAGO,Ana Luiza
2025-03-07,Maria Eduarda Vieira,Impressora,5,3540.2,20%,Pix,1,2025-03-07,PAGO,Kevin
2025-03-12,Beatriz Lopes,Roteador Wi-Fi,1,232.33,10%,Pix,1,2025-03-12,PAGO,Thomas
2025-10-08,Stephany Pacheco,Processador AMD Ryzen 5,3,2184.02,15%,Cartão,6,2026-02-05,NÃO PAGO,Bryan
2025-05-30,Yuri Lopes,Pendrive 32GB,5,148.71,15%,Pix,1,2025-05-30,PAGO,Bruno
2025-05-22,Rael Souza,Fonte 700W,4,1292.1,20%,Boleto,8,2026-01-17,PENDENTE,Thiago
2025-02-07,Antônio Guerra,Cabo HDMI,1,18.7,10%,Dinheiro,1,2025-02-07,PAGO,Maria Clara
2025-04-23,Apollo Ferreira,Memória RAM 16GB,1,261.22,10%,Cartão,11,2026-01-18,PAGO,Brenda
2025-10-22,Theodoro da Luz,Roteador Wi-Fi,1,307.44,10%,Pix,1,2025-10-22,PAGO,Mariah
2025-04-03,Pedro Lucas Marques,HD Externo 1TB,4,1169.49,5%,Pix,1,2025-04-03,PAGO,Clara
2025-12-28,Davi Luiz Garcia,SSD 512GB,3,1386.87,0%,Dinheiro,1,2025-12-28,PAGO,Enrico
2025-08-30,Antony da Rocha,Teclado,1,63.03,10%,Boleto,9,2026-01-27,PAGO,Elisa
2025-01-29,Matteo Garcia,Computador Desktop,3,10441.22,10%,Dinheiro,1,2025-01-29,PAGO,Lucca
2025-06-09,João Lucas das Neves,Notebook,5,12546.35,0%,Boleto,7,2026-01-05,PAGO,Felipe
2025-03-07,Thiago Caldeira,Fonte 500W,3,929.12,15%,Cartão,6,2025-09-03,PAGO,Anna Liz
2025-10-22,Maria Laura Fonseca,Switch de Rede,1,297.84,10%,Boleto,7,2026-01-20,NÃO PAGO,Murilo
2025-01-21,Alana Almeida,Teclado,2,449.4,0%,Cartão,6,2025-07-20,PENDENTE,Alexia
2025-02-21,Ana Vitória Oliveira,Processador Intel i5,5,5716.67,10%,Pix,1,2025-02-21,PAGO,Maria
2025-11-26,Aylla Novais,Headset,4,1034.01,15%,Cartão,7,2026-01-25,NÃO PAGO,Thales
2025-09-28,Isabel Santos,Mesa para Computador,2,1984.73,10%,Cartão,8,2026-01-26,PENDENTE,Benjamin
2025-07-19,Danilo Nascimento,"Monitor 24""",1,934.5,10%,Pix,1,2025-07-19,PAGO,Heloisa
2025-11-22,Maria Luiza Duarte,Webcam,3,1288.62,0%,Dinheiro,1,2025-11-22,PAGO,Isadora
2025-05-27,Rodrigo Sales,Processador Intel i7,1,1504.78,10%,Boleto,12,2026-01-22,PENDENTE,Cauê
2025-02-07,João Pedro Borges,Placa de Vídeo RTX,3,8882.83,20%,Boleto,2,2025-04-08,PENDENTE,Kamilly
2025-07-19,Thomas da Conceição,Processador Intel i7,2,3380.42,15%,Cartão,9,2026-01-15,PAGO,Luiz Henrique
2025-03-02,Letícia Cunha,Fonte 500W,5,1884.5,0%,Boleto,3,2025-05-31,PENDENTE,Mateus
2025-03-22,Valentim Casa Grande,SSD 512GB,2,941.28,0%,Pix,1,2025-03-22,PAGO,André
2025-10-21,Aurora Câmara,Computador Desktop,5,12884.35,0%,Boleto,8,2026-01-19,PAGO,Isabelly
2025-06-01,Davi da Rocha,Gabinete,1,365.42,0%,Dinheiro,1,2025-06-01,PAGO,Maria Luiza
2025-11-22,Lavínia Carvalho,Headset,2,643.76,0%,Pix,1,2025-11-22,PAGO,Maria Luísa
2025-02-19,Arthur Miguel da Costa,Cadeira Gamer,3,5224.62,0%,Dinheiro,1,2025-02-19,PAGO,Valentina
2025-10-22,Ana Carolina Pires,Mesa para Computador,3,2314.94,15%,Boleto,7,2026-01-20,PAGO,Samuel
2025-06-26,Anna Liz Moura,Impressora,5,4972.15,0%,Boleto,6,2025-12-23,PENDENTE,Elisa
2025-07-09,Sabrina Rodrigues,Processador AMD Ryzen 5,1,1051.22,5%,Boleto,12,2026-02-04,NÃO PAGO,Kaique
2025-12-15,Gael Marques,Pendrive 32GB,5,220.75,0%,Cartão,8,2026-01-14,PAGO,Eduarda
2025-01-18,Alana Cassiano,Gabinete,2,538.44,0%,Boleto,4,2025-05-18,NÃO PAGO,Lucas Gabriel
2025-02-23,Daniel Rezende,Cabo de Rede,3,53.04,0%,Cartão,8,2025-10-21,NÃO PAGO,Isis
2025-07-19,Luiz Henrique Cavalcante,Teclado,5,1151.95,10%,Dinheiro,1,2025-07-19,PAGO,Elisa
2025-10-31,Caleb da Rocha,Cooler para CPU,2,182.05,10%,Boleto,7,2026-01-29,PAGO,Juliana
2025-02-04,Giovanna da Cunha,Pendrive 32GB,1,24.34,10%,Dinheiro,1,2025-02-04,PAGO,Yasmin
2025-02-25,Thales Machado,Pendrive 32GB,5,168.5,0%,Pix,1,2025-02-25,PAGO,Heloísa
2025-09-05,Raul Ribeiro,Cooler para CPU,1,61.81,20%,Cartão,2,2025-11-04,PAGO,Fernando
2025-03-30,Diego Costela,Cadeira Gamer,4,7783.56,0%,Pix,1,2025-03-30,PAGO,Enrico
2025-01-14,Cauã Casa Grande,Fonte 500W,3,1199.22,0%,Boleto,2,2025-03-15,PAGO,Ana Carolina
2025-02-23,Maria Fernanda Andrade,SSD 1TB,5,3152.65,10%,Pix,1,2025-02-23,PAGO,Maria Flor
2025-08-04,João Guilherme da Rosa,Fonte 700W,5,2720.9,0%,Boleto,10,2026-01-31,PAGO,Calebe
2025-07-06,João Guilherme Nunes,Cooler para CPU,3,467.79,0%,Boleto,1,2025-07-06,PAGO,Matheus
2025-03-14,Vinicius Fernandes,"Monitor 24""",2,1831.94,0%,Pix,1,2025-03-14,PAGO,Otávio
2025-01-11,Ana Clara Caldeira,Notebook,4,9799.71,5%,Boleto,1,2025-01-11,NÃO PAGO,Melissa
2025-12-29,Allana Jesus,"Monitor 24""",4,2263.07,15%,Dinheiro,1,2025-12-29,PAGO,Cauã
2025-12-25,Cecilia Cavalcante,Fonte 700W,4,1622.88,0%,Cartão,8,2026-01-24,PAGO,Luana
2025-12-17,Amanda Leão,Impressora,3,1820.15,5%,Boleto,8,2026-01-16,PAGO,Ana Clara
2025-09-26,Vitor Hugo Machado,Placa-Mãe,5,5618.35,0%,Boleto,1,2025-09-26,PENDENTE,Rael
2025-03-30,Anna Liz Duarte,Fonte 500W,3,993.36,0%,Boleto,5,2025-08-27,PAGO,Liz
2025-07-11,Luana Sousa,Processador Intel i5,4,4254.12,0%,Pix,1,2025-07-11,PAGO,Maria Eduarda
2025-02-15,Nicolas Aparecida,SSD 1TB,2,1201.66,0%,Pix,1,2025-02-15,PAGO,Pedro
2025-06-08,Felipe Sá,Mesa para Computador,3,2670.65,20%,Boleto,6,2025-12-05,NÃO PAGO,Pedro Lucas
2025-12-31,Clara Rocha,Fonte 700W,4,1773.0,0%,Pix,1,2025-12-31,PAGO,Bárbara
2025-02-18,Rafaela Lima,Notebook,4,12596.58,10%,Boleto,12,2026-01-14,NÃO PAGO,Bruno
2025-03-14,Aylla Ferreira,Gabinete,5,1593.41,10%,Pix,1,2025-03-14,PAGO,Caroline
2025-03-02,Eduardo Albuquerque,Mouse,4,422.31,15%,Cartão,10,2025-12-27,PENDENTE,Maria Flor
2025-07-11,Ana Liz Fonseca,Computador Desktop,5,21672.64,20%,Cartão,9,2026-02-06,PAGO,Mirella
2025-01-16,Danilo Almeida,Pendrive 64GB,5,242.75,0%,Cartão,5,2025-06-15,PAGO,Lorena
2025-02-26,Yuri Novaes,Memória RAM 8GB,2,532.13,10%,Boleto,2,2025-04-27,PENDENTE,Sophia
2025-01-11,Yago Fonseca,Gabinete,1,546.51,0%,Cartão,1,2025-01-11,NÃO PAGO,Gustavo
2025-10-04,Fernando Caldeira,Impressora,5,5652.72,10%,Cartão,9,2026-02-01,PENDENTE,Brenda
2025-04-29,Vitória Silveira,Gabinete,1,240.57,10%,Boleto,12,2026-01-24,PENDENTE,Manuela
2025-11-23,Paulo Albuquerque,Cabo de Rede,4,145.65,5%,Dinheiro,1,2025-11-23,PAGO,Matheus
2025-12-28,Alícia Mendonça,Placa de Vídeo RTX,3,12657.57,0%,Cartão,4,2026-01-27,PAGO,Davi
2025-06-01,Kamilly Santos,Notebook,3,10302.39,0%,Cartão,10,2026-01-27,PENDENTE,Ana Cecília
2025-05-10,Miguel Pinto,Notebook,5,21099.51,10%,Pix,1,2025-05-10,PAGO,Sabrina
2025-09-21,João Gabriel Silveira,Cadeira Gamer,5,4542.3,10%,Dinheiro,1,2025-09-21,PAGO,Enzo
2025-10-08,Maria Eduarda Sá,Cadeira Gamer,1,1088.82,20%,Dinheiro,1,2025-10-08,PAGO,João Vitor
2025-12-02,Melina Jesus,Memória RAM 16GB,5,1381.8,0%,Dinheiro,1,2025-12-02,PAGO,Danilo
2025-05-14,Eloá da Cruz,SSD 1TB,1,880.06,0%,Boleto,11,2026-01-09,PAGO,Lucca
2025-06-24,Joaquim Siqueira,Roteador Wi-Fi,5,637.75,0%,Dinheiro,1,2025-06-24,PAGO,Sabrina
2025-01-18,Agatha Borges,Memória RAM 16GB,2,756.68,0%,Cartão,4,2025-05-18,NÃO PAGO,Ísis
2025-05-28,Maria Helena Pimenta,Processador AMD Ryzen 7,2,3671.42,0%,Pix,1,2025-05-28,PAGO,Melissa
2025-04-21,Emanuelly Montenegro,Cooler para CPU,4,249.7,20%,Pix,1,2025-04-21,PAGO,Natália
2026-01-04,Anthony Gabriel Aparecida,Computador Desktop,3,15997.59,0%,Cartão,6,2026-02-03,PAGO,Maria Vitória
2025-06-18,Ana Sophia Albuquerque,HD Externo 1TB,2,559.26,0%,Dinheiro,1,2025-06-18,PAGO,Bella
2025-03-24,Nicolas Rezende,SSD 1TB,5,3410.41,10%,Boleto,7,2025-10-20,PENDENTE,Isaque
2025-06-14,Arthur Miguel Cavalcanti,Placa de Vídeo RTX,4,17240.16,0%,Dinheiro,1,2025-06-14,PAGO,Evelyn
2025-04-13,Francisco Pastor,Pendrive 32GB,1,29.49,0%,Dinheiro,1,2025-04-13,PAGO,Lavínia
2025-08-25,Evelyn Teixeira,Pendrive 64GB,3,235.77,0%,Cartão,2,2025-10-24,NÃO PAGO,Natália
2025-11-09,Henry Gabriel da Cruz,"Monitor 27""",5,8811.9,0%,Cartão,2,2026-01-08,PAGO,Diogo
2025-04-15,Otávio Garcia,Memória RAM 8GB,3,485.85,15%,Pix,1,2025-04-15,PAGO,Felipe
2025-03-06,Julia da Costa,Gabinete,2,722.68,0%,Pix,1,2025-03-06,PAGO,Maria Alice
2025-07-03,Ravi Lucca da Paz,SSD 256GB,1,274.83,5%,Boleto,2,2025-09-01,PAGO,Maria Julia
2025-08-25,Lorenzo Martins,Switch de Rede,2,542.42,0%,Pix,1,2025-08-25,PAGO,Maria Vitória
2025-01-20,Otávio Rezende,Webcam,5,1352.04,5%,Pix,1,2025-01-20,PAGO,Marina
2025-01-28,Davi Lucas Nogueira,Mouse,4,161.08,0%,Dinheiro,1,2025-01-28,PAGO,Henry
2025-06-16,Luiz Otávio Mendes,Cabo HDMI,5,297.68,5%,Boleto,4,2025-10-14,NÃO PAGO,Pedro Lucas
2025-04-09,Raul Fonseca,Fonte 500W,2,548.82,0%,Cartão,5,2025-09-06,PENDENTE,Ana Lívia
2025-05-29,Vitor Hugo Ramos,Processador AMD Ryzen 5,4,3666.59,20%,Boleto,7,2025-12-25,PAGO,Eduarda
2025-08-17,Ana Sophia Vargas,"Monitor 27""",4,7018.0,0%,Boleto,7,2026-01-14,PENDENTE,Otto
2025-06-16,Igor Ribeiro,Processador Intel i7,2,4387.18,0%,Boleto,3,2025-09-14,PENDENTE,Joana
2025-01-14,Juliana Jesus,Pendrive 64GB,4,151.17,20%,Boleto,12,2026-01-09,PAGO,Arthur
2025-05-02,Amanda Nogueira,Teclado,5,680.08,15%,Cartão,6,2025-10-29,PAGO,Amanda
2025-02-19,Guilherme Martins,Processador AMD Ryzen 5,1,888.68,0%,Dinheiro,1,2025-02-19,PAGO,Alexia
2025-05-17,Theo Cavalcanti,Notebook,3,11664.3,0%,Pix,1,2025-05-17,PAGO,Lunna
2025-05-27,Sarah Sousa,Cadeira Gamer,3,5407.77,0%,Boleto,6,2025-11-23,PAGO,Gabriela
2025-07-19,Valentina Moura,Cadeira Gamer,4,4726.56,20%,Pix,1,2025-07-19,PAGO,Maria Isis
2025-04-21,Evelyn Lopes,Notebook,4,9194.52,15%,Boleto,1,2025-04-21,NÃO PAGO,José Pedro
2025-07-20,Bella Borges,SSD 512GB,4,1795.04,5%,Pix,1,2025-07-20,PAGO,Caio
2025-05-11,Gael Henrique Fogaça,Cadeira Gamer,4,4731.98,15%,Cartão,1,2025-05-11,NÃO PAGO,Maria Liz
2025-08-28,Vitor Pires,Webcam,4,671.26,20%,Dinheiro,1,2025-08-28,PAGO,Luiz Felipe
2025-12-30,João Lucas Novais,Switch de Rede,2,555.15,15%,Boleto,3,2026-01-29,PAGO,Letícia
2025-11-12,Vinicius Silveira,Placa de Vídeo RTX,2,5962.32,20%,Boleto,4,2026-01-11,PAGO,Ana Cecília
2025-05-11,Ana Beatriz Pastor,Pendrive 64GB,3,133.11,0%,Cartão,4,2025-09-08,PAGO,Dom
2025-12-21,Isaac Mendonça,Processador Intel i7,3,6199.76,15%,Dinheiro,1,2025-12-21,PAGO,Caroline
2025-10-23,Thales Castro,Roteador Wi-Fi,3,944.82,0%,Boleto,3,2026-01-21,PAGO,João Pedro
2025-01-11,Kamilly Vasconcelos,Teclado,5,1014.8,0%,Dinheiro,1,2025-01-11,PAGO,Beatriz
2025-09-21,Luiz Felipe Camargo,Notebook,3,10433.94,0%,Boleto,6,2026-01-19,PAGO,Rafael
2025-03-11,Bianca da Cunha,Switch de Rede,5,2117.55,0%,Dinheiro,1,2025-03-11,PAGO,Sara
2025-01-17,Gael Henrique Novais,Mesa para Computador,5,3133.75,0%,Cartão,2,2025-03-18,PAGO,Melina
2025-02-08,Pietra Garcia,Fonte 500W,4,1032.84,0%,Pix,1,2025-02-08,PAGO,Ana Clara
2025-01-24,Luiz Otávio Ramos,Headset,3,403.32,0%,Pix,1,2025-01-24,PAGO,Nicole
2025-01-22,Alana Souza,Memória RAM 8GB,3,559.65,15%,Cartão,10,2025-11-18,PENDENTE,Marcelo
2025-07-30,Maria Luísa Viana,"Monitor 27""",5,9047.65,0%,Pix,1,2025-07-30,PAGO,Letícia
2025-06-17,Danilo da Rosa,Headset,5,672.16,10%,Pix,1,2025-06-17,PAGO,Ana
2025-06-22,Juliana Mendes,Roteador Wi-Fi,4,815.83,10%,Dinheiro,1,2025-06-22,PAGO,Brenda
2025-08-08,Isabella Montenegro,Processador Intel i5,3,3243.9,5%,Dinheiro,1,2025-08-08,PAGO,Danilo
2025-03-16,Rafaela da Cunha,"Monitor 27""",3,4002.15,0%,Dinheiro,1,2025-03-16,PAGO,Maria Flor
2025-12-20,Giovanna da Luz,Fonte 500W,4,805.6,0%,Dinheiro,1,2025-12-20,PAGO,Luigi
2025-11-28,Arthur Martins,HD Externo 1TB,2,687.74,0%,Pix,1,2025-11-28,PAGO,Ester
2025-12-23,Antony Pastor,Computador Desktop,2,4735.49,15%,Boleto,11,2026-01-22,NÃO PAGO,Anthony
2025-11-22,Ana Rodrigues,Computador Desktop,3,17371.5,0%,Cartão,8,2026-01-21,NÃO PAGO,Maitê
2025-11-26,Rael Sousa,Placa de Vídeo GTX,2,2462.75,20%,Cartão,8,2026-01-25,PAGO,Vitória
2025-01-28,Anna Liz Albuquerque,Webcam,2,641.71,20%,Pix,1,2025-01-28,PAGO,Theo
2025-07-02,Otávio Pereira,HD Externo 1TB,2,681.4,5%,Pix,1,2025-07-02,PAGO,Luigi
2025-01-06,Marcela Andrade,SSD 256GB,1,173.53,10%,Boleto,7,2025-08-04,PAGO,Ana
2025-07-28,Benjamim da Mota,Computador Desktop,1,4716.94,0%,Boleto,1,2025-07-28,PENDENTE,Caroline
2025-09-21,Isis Fogaça,Switch de Rede,2,860.3,0%,Boleto,9,2026-01-19,NÃO PAGO,Melina
2025-04-15,Maria Flor Vasconcelos,Processador AMD Ryzen 5,3,2444.51,15%,Cartão,6,2025-10-12,PENDENTE,Zoe
2025-03-10,Maria Liz Pastor,SSD 512GB,3,1109.13,0%,Dinheiro,1,2025-03-10,PAGO,Sara
2025-12-08,Jade Monteiro,Mouse,1,102.54,5%,Cartão,4,2026-02-06,PENDENTE,Ana Luiza
2025-01-03,Rafaela Câmara,SSD 512GB,1,395.11,0%,Dinheiro,1,2025-01-03,PAGO,Cecília
2025-01-25,Anthony da Mota,Webcam,2,797.44,20%,Pix,1,2025-01-25,PAGO,Rafael
2025-05-25,Mariana Farias,Gabinete,2,805.17,15%,Dinheiro,1,2025-05-25,PAGO,Eduardo
2025-09-22,Elisa Carvalho,Placa de Vídeo GTX,2,4380.87,5%,Dinheiro,1,2025-09-22,PAGO,Léo
2025-09-01,Henry Gabriel Borges,Processador AMD Ryzen 5,4,3422.85,5%,Boleto,6,2026-01-29,PENDENTE,Pedro
2025-04-30,João Pedro Abreu,Placa de Vídeo RTX,1,4052.74,5%,Cartão,11,2026-01-25,NÃO PAGO,Isaac
2025-10-13,Ana Luiza Cunha,Cooler para CPU,4,402.04,0%,Dinheiro,1,2025-10-13,PAGO,Carlos Eduardo
2025-07-31,Théo Souza,Cabo de Rede,1,14.5,20%,Cartão,10,2026-01-27,NÃO PAGO,Clarice
2025-08-19,Isaac Carvalho,Placa de Vídeo RTX,3,12086.65,5%,Pix,1,2025-08-19,PAGO,Cecilia
2025-04-09,Maria Cecília Fogaça,Processador Intel i5,1,1135.96,5%,Dinheiro,1,2025-04-09,PAGO,Letícia
2025-12-19,Isaque Rocha,Processador Intel i7,4,6889.28,0%,Cartão,12,2026-01-18,PENDENTE,Rodrigo
2025-03-27,Carolina Correia,"Monitor 24""",2,1473.6,5%,Pix,1,2025-03-27,PAGO,Camila
2025-10-02,Mirella Azevedo,Impressora,3,4445.19,0%,Cartão,6,2026-01-30,PAGO,Lívia
2025-03-01,Bento Cavalcanti,Processador AMD Ryzen 5,1,1139.45,0%,Dinheiro,1,2025-03-01,PAGO,Vitória
2025-08-25,Luigi Sá,Notebook,4,12537.28,20%,Dinheiro,1,2025-08-25,PAGO,Maya
2025-10-31,Ana da Costa,Cabo HDMI,5,318.36,20%,Cartão,4,2026-01-29,PENDENTE,Emanuella
2025-05-31,Melina Santos,Pendrive 32GB,4,204.25,5%,Dinheiro,1,2025-05-31,PAGO,Sophie
2026-01-07,João Lucas Pires,Webcam,4,1943.84,0%,Cartão,4,2026-02-06,PAGO,Emanuelly
2025-06-30,Apollo Barros,Cabo HDMI,2,75.26,5%,Dinheiro,1,2025-06-30,PAGO,Ana Cecília
2025-02-01,Hellena Melo,Pendrive 32GB,4,156.06,10%,Dinheiro,1,2025-02-01,PAGO,Ana Liz
2025-09-19,Ana Carolina Macedo,Cabo de Rede,3,103.38,0%,Dinheiro,1,2025-09-19,PAGO,Ian
2025-02-02,Sabrina Nogueira,Teclado,5,586.7,0%,Dinheiro,1,2025-02-02,PAGO,José
2025-05-10,Vinícius Borges,Pendrive 32GB,5,288.25,0%,Cartão,5,2025-10-07,NÃO PAGO,Lunna
2025-10-14,Valentina Oliveira,Pendrive 64GB,3,176.73,0%,Cartão,9,2026-01-12,NÃO PAGO,Ana Sophia
2025-01-18,Maria Isis Silveira,Teclado,5,689.25,0%,Dinheiro,1,2025-01-18,PAGO,Marina
2025-01-19,André Freitas,Pendrive 32GB,4,139.88,15%,Dinheiro,1,2025-01-19,PAGO,Maria Isis
2025-03-15,Maria Laura da Mata,Impressora,1,425.37,0%,Dinheiro,1,2025-03-15,PAGO,Rael
2025-04-23,Theo Dias,Computador Desktop,2,8757.36,0%,Boleto,1,2025-04-23,PENDENTE,Bernardo
